State_Name,District_Name,Total_Area,Sugarcane_Area,Rice_Area,Latitude,Longitude
Gujarat,NAVSARI,945600.0,260500.0,571200.0,20.952407,72.9323831
Gujarat,PANCH MAHALS,5554000.0,1000.0,1293300.0,23.0,74.0
Gujarat,PATAN,3260800.0,0.0,0.0,23.773753,71.67985812598445
Gujarat,PORBANDAR,1288900.0,0.0,0.0,21.6409,69.611
Gujarat,RAJKOT,12523500.0,2900.0,0.0,22.3053263,70.8028377
Gujarat,SABAR KANTHA,7919500.0,2400.0,211500.0,23.5,73.25
Gujarat,SURAT,4500600.0,1778100.0,1213400.0,21.2094892,72.8317058
Gujarat,SURENDRANAGAR,10491300.0,4100.0,7500.0,22.82513945,71.62097359358216
Gujarat,TAPI,640500.0,85900.0,191100.0,21.1916567,73.55606306168934
Gujarat,VADODARA,7845500.0,59400.0,834100.0,22.2973142,73.1942567
Gujarat,VALSAD,1901800.0,314400.0,1176200.0,20.43219565,73.14098929730321
Haryana,AMBALA,2900321.0,211819.0,1201379.0,30.3843674,76.770421
Haryana,BHIWANI,9853651.0,26225.0,193984.0,28.7931703,76.1391283
Haryana,FARIDABAD,2428900.0,77385.0,347627.0,28.4031478,77.3105561
Haryana,FATEHABAD,6025238.0,20706.0,1143376.0,29.5359209,75.57529014661358
Haryana,GURGAON,2884891.0,2437.0,88537.0,28.4646148,77.0299194
Haryana,HISAR,8530119.0,52186.0,571037.0,29.239659600000003,75.81745047978342
Haryana,JHAJJAR,3462364.0,38917.0,304783.0,28.59644605,76.65053662578484
Haryana,JIND,6623231.0,88810.0,1619180.0,29.3140427,76.3179488
Haryana,KAITHAL,5535692.0,54362.0,2527877.0,29.7996588,76.3989903
Haryana,KARNAL,5605691.0,172273.0,2652969.0,29.7255766,76.91069238886621
Haryana,KURUKSHETRA,3981464.0,219819.0,1820711.0,29.9693747,76.8482787
Haryana,MAHENDRAGARH,3821700.0,14.0,99.0,28.132697049999997,76.16974476260464
Haryana,MEWAT,1243832.0,4170.0,54718.0,27.99351765,77.04196338756515
Haryana,PALWAL,757626.0,13042.0,153401.0,28.0599426,77.32234220926105
Haryana,PANCHKULA,606843.0,12445.0,116387.0,30.6975401,76.8551066
Haryana,PANIPAT,2640818.0,95602.0,1167782.0,29.3912753,76.9771675
Haryana,REWARI,2727159.0,321.0,19111.0,28.1956468,76.6165179
Haryana,ROHTAK,3330356.0,190274.0,402104.0,28.9010899,76.5801935
Haryana,SIRSA,9378725.0,11417.0,782928.0,29.606304100000003,74.9036567857643
Haryana,SONIPAT,4098725.0,166511.0,1221331.0,28.9953758,77.0233627
Haryana,YAMUNANAGAR,2885987.0,594216.0,982673.0,30.1231349,77.286329
Himachal Pradesh,BILASPUR,675332.0,295.0,20011.0,31.3380959,76.7611631
Himachal Pradesh,CHAMBA,735867.0,0.0,33761.0,32.692331550000006,76.16315522950366
Himachal Pradesh,HAMIRPUR,828324.0,407.0,29689.0,31.65398655,76.54036329970963
Himachal Pradesh,KANGRA,2426678.0,5100.0,448872.0,32.0768665,76.29858720759783
Himachal Pradesh,KINNAUR,49262.0,0.0,288.0,31.593012950000002,78.32814168568953
Himachal Pradesh,KULLU,602076.0,0.0,18737.0,31.9578974,77.1089232
Himachal Pradesh,LAHUL AND SPITI,32731.0,0.0,0.0,32.509934,77.0243657
Himachal Pradesh,MANDI,1747908.0,5.0,240769.0,31.65166165,77.00925418842219
Himachal Pradesh,SHIMLA,575136.0,2.0,25771.0,31.1041526,77.1709729
Himachal Pradesh,SIRMAUR,795436.0,13380.0,66913.0,30.6991321,77.44653038810971
Himachal Pradesh,SOLAN,683019.0,1669.0,47524.0,30.9077569,77.1023645
Himachal Pradesh,UNA,809828.0,2831.0,28153.0,31.5834642,76.23514522983882
Jammu and Kashmir ,ANANTNAG,735852.0,0.0,367809.0,33.746109950000005,75.18544753143254
Jammu and Kashmir ,BADGAM,451387.0,0.0,251277.0,34.0385248,74.7360163
Jammu and Kashmir ,BANDIPORA,35251.0,0.0,18791.0,34.4232433,74.635965
Jammu and Kashmir ,BARAMULLA,601223.0,0.0,286167.0,34.2086903,74.343498
Jammu and Kashmir ,DODA,653288.0,0.0,35564.0,33.13260995,75.58900789003377
Jammu and Kashmir ,GANDERBAL,28068.0,0.0,16047.0,34.288932200000005,75.04079833889585
Jammu and Kashmir ,JAMMU,1711733.0,407.0,541148.0,32.7185614,74.8580917
Jammu and Kashmir ,KARGIL,33862.0,0.0,0.0,32.7045476,74.871206
Jammu and Kashmir ,KATHUA,1080867.0,363.0,323079.0,32.3765524,75.5243044
Jammu and Kashmir ,KISHTWAR,44380.0,0.0,2139.0,33.3107908,75.7694213
Jammu and Kashmir ,KULGAM,58123.0,0.0,36305.0,33.6446899,75.0188432
Jammu and Kashmir ,KUPWARA,368617.0,0.0,132685.0,34.5140696,74.19136702721829
Jammu and Kashmir ,LEH LADAKH,42074.0,0.0,0.0,33.6649297,75.1629584
Jammu and Kashmir ,POONCH,414029.0,0.0,35085.0,33.7670004,74.0957143
Jammu and Kashmir ,PULWAMA,468434.0,0.0,222620.0,33.9490472,75.04183347471374
Jammu and Kashmir ,RAJAURI,918341.0,17.0,72398.0,33.3772495,74.3132332
Jammu and Kashmir ,RAMBAN,57293.0,0.0,2434.0,33.33328915,75.19847626653356
Jammu and Kashmir ,REASI,91203.0,0.0,6175.0,33.20599085,74.862679360101
Jammu and Kashmir ,SAMBA,134236.0,51.0,20359.0,32.57591175,75.12034455530063
Jammu and Kashmir ,SHOPIAN,13349.0,0.0,556.0,33.72078365,74.77142439698211
Jammu and Kashmir ,SRINAGAR,156080.0,0.0,100273.0,34.0747444,74.8204443
Jammu and Kashmir ,UDHAMPUR,998419.0,1399.0,93520.0,32.911964,75.32658448914768
Jharkhand,BOKARO,158752.24,0.0,133976.02,23.699127949999998,85.99106894165021
Jharkhand,CHATRA,227214.36000000002,649.96,133038.9,24.106231649999998,84.86233794829053
Jharkhand,DEOGHAR,360571.62,0.0,311618.61,24.4898318,86.6990182
Jharkhand,DHANBAD,146777.75,0.0,139341.16,23.7952809,86.4309638
Jharkhand,DUMKA,536445.11,0.0,422007.86,24.2677937,87.2485495
Jharkhand,EAST SINGHBUM,780464.0,0.0,772408.0700000001,23.4559809,85.2557301
Jharkhand,GARHWA,265661.78,129.6,118084.66,24.053577,83.65268182215235
Jharkhand,GIRIDIH,450185.26,0.0,341823.4,24.331454649999998,86.1548117295738
Jharkhand,GODDA,365560.81,78.66,254600.84999999998,24.864588599999998,87.2984837767587
Jharkhand,GUMLA,808764.5800000001,0.0,698338.01,23.1603759,84.45995652080032
Jharkhand,HAZARIBAGH,419631.24,1162.0800000000002,287877.37,24.0866962,85.4912231023477
Jharkhand,JAMTARA,186450.78,0.0,161429.66,23.9801639,86.92436369630936
Jharkhand,KHUNTI,1718.0,0.0,0.0,22.92818005,85.28144745743757
Jharkhand,KODERMA,102444.76,261.16999999999996,75270.4,24.4931239,85.55608107203881
Jharkhand,LATEHAR,179382.76,0.0,88311.9,23.6880057,84.49695511086065
Jharkhand,LOHARDAGA,259476.15,37.51,206323.95,23.4770044,84.69866841888845
Jharkhand,PAKUR,686970.82,3.7,646498.71,24.53259085,87.59323197586771
Jharkhand,PALAMU,441312.66000000003,239.27,211879.59,24.22129825,84.17255645743987
